,x0,carat,cut,color,clarity,x,y,z,depth,table,price
11835,1,0.6,5,3,6,5.47,5.49,3.35,61.1,56.0,1648
11838,1,0.35,4,3,9,4.55,4.5,2.77,61.2,60.0,1024
11843,1,1.62,4,3,5,7.5,7.46,4.65,62.2,58.0,11455
11844,1,0.9,4,3,5,6.33,6.27,3.78,60.0,56.0,3629
11851,1,0.41,3,4,7,4.81,4.85,2.92,60.5,57.0,899
11857,1,0.7,2,3,5,5.52,5.6,3.57,64.2,60.0,2048
11859,1,0.9,5,3,9,6.19,6.24,3.85,61.9,57.0,4783
11862,1,1.56,5,5,5,7.34,7.39,4.62,62.7,57.0,11943
11865,1,1.01,5,6,4,6.48,6.52,3.97,61.1,57.0,4666
11867,1,1.19,1,3,5,6.69,6.64,4.29,64.4,58.0,5622
11868,1,0.7,5,2,5,5.73,5.76,3.54,61.6,53.0,2110
11872,1,1.52,4,3,4,7.37,7.34,4.56,62.0,58.0,7906
11875,1,0.34,5,5,6,4.47,4.53,2.77,61.6,57.0,686
11878,1,1.02,3,3,7,6.34,6.47,4.02,62.8,59.0,5598
11880,1,0.3,5,6,6,4.38,4.36,2.63,60.2,57.0,844
11882,1,0.3,4,4,10,4.34,4.32,2.6,60.0,59.0,956
11889,1,1.01,4,5,4,6.42,6.38,3.98,62.2,59.0,4497
11893,1,0.7,1,5,5,5.58,5.54,3.63,65.3,54.0,1974
11895,1,1.23,4,4,5,6.84,6.77,4.25,62.5,59.0,6909
11896,1,1.3,3,2,7,6.92,6.95,4.34,62.6,57.0,6819
11898,1,1.05,5,5,4,6.56,6.64,4.02,60.9,56.0,4591
11908,1,1.7,4,2,6,7.6,7.55,4.7,62.0,59.0,10929
11914,1,0.3,5,7,6,4.34,4.32,2.66,61.4,55.0,911
11920,1,0.9,5,2,6,6.17,6.23,3.85,62.0,53.0,4157
11921,1,0.77,3,4,6,6.0,6.05,3.51,58.3,63.0,2896
11922,1,0.3,5,4,8,4.32,4.3,2.71,62.9,55.0,878
11924,1,0.27,3,6,8,4.14,4.17,2.53,60.9,58.0,620
11925,1,0.77,5,7,6,5.93,5.96,3.63,61.1,57.0,3837
11926,1,1.58,5,1,9,7.48,7.5,4.61,61.5,56.0,10357
11928,1,1.01,4,7,5,6.46,6.39,3.95,61.5,59.0,5860
11931,1,0.32,5,2,10,4.4,4.42,2.72,61.7,55.0,655
11938,1,0.4,4,7,8,4.9,4.88,2.85,58.3,59.0,1152
11942,1,1.21,4,3,4,6.92,6.84,4.17,60.6,56.0,5140
11946,1,0.86,1,6,4,6.45,6.33,3.52,55.1,69.0,2757
11947,1,0.31,4,6,4,4.38,4.35,2.66,60.9,60.0,558
11958,1,0.3,1,5,6,4.44,4.39,2.5,56.3,64.0,729
11960,1,1.51,5,4,6,7.35,7.32,4.55,62.0,56.0,13355
11966,1,1.01,4,3,4,6.49,6.45,3.9,60.3,60.0,4412
11967,1,0.53,5,3,9,5.25,5.27,3.22,61.2,56.0,1842
11973,1,0.57,4,6,5,5.4,5.34,3.24,60.3,57.0,1728
11976,1,1.04,5,4,8,6.5,6.51,4.04,62.1,55.1,8012
11980,1,0.42,5,5,5,4.81,4.83,2.97,61.6,56.0,691
11982,1,1.05,3,6,4,6.47,6.54,4.05,62.3,56.0,4851
11988,1,1.51,5,5,6,7.37,7.32,4.58,62.4,53.0,15688
11991,1,0.73,5,2,7,5.8,5.84,3.58,61.5,55.0,2908
11995,1,1.64,3,1,4,7.48,7.56,4.7,62.5,58.0,7409
12005,1,1.2,1,3,4,6.73,6.57,4.36,65.6,57.0,3696
12007,1,0.7,3,3,5,5.64,5.7,3.55,62.6,57.0,1830
12012,1,0.4,4,3,5,4.69,4.65,2.93,62.7,58.0,855
12016,1,0.27,5,6,7,4.16,4.12,2.55,61.6,57.0,603
12019,1,0.4,5,2,6,4.75,4.77,2.97,62.4,53.0,667
12020,1,1.58,5,6,7,7.41,7.44,4.65,62.6,56.0,17894
12023,1,1.29,4,2,5,7.07,6.91,4.34,62.1,58.0,6140
12027,1,1.0,5,3,5,6.43,6.39,3.97,61.9,57.0,4872
12040,1,1.0,2,3,5,6.38,6.41,3.93,61.5,64.0,4568
12042,1,0.5,3,7,7,5.12,5.14,3.07,59.8,58.0,1893
12043,1,0.56,5,4,8,5.32,5.36,3.26,61.0,57.0,2510
12045,1,0.59,5,4,8,5.34,5.39,3.34,62.3,56.0,2155
12055,1,1.45,1,5,4,7.17,7.11,4.59,64.4,58.0,6455
12056,1,0.43,4,6,5,4.89,4.94,2.96,60.2,60.0,792
12057,1,1.02,5,4,4,6.42,6.4,4.01,62.6,58.0,4363
12060,1,0.74,5,5,8,5.84,5.86,3.6,61.5,54.0,3101
12062,1,1.22,3,5,5,6.79,6.75,4.3,63.5,56.0,5329
12063,1,0.43,4,6,5,4.94,4.89,2.96,60.2,60.0,1016
12066,1,1.08,5,3,5,6.48,6.51,4.07,62.7,57.0,4740
12068,1,0.35,5,5,6,4.53,4.5,2.82,62.5,57.0,906
12069,1,0.53,5,6,6,5.22,5.19,3.22,61.9,55.0,1813
12075,1,0.79,5,5,5,5.96,6.01,3.66,61.2,56.0,3169
12076,1,0.37,4,4,5,4.7,4.67,2.81,60.0,57.0,708
12077,1,0.4,2,5,5,4.64,4.67,2.96,63.6,59.0,678
12079,1,1.28,5,6,7,6.94,6.99,4.33,62.2,55.0,12465
12082,1,0.72,5,2,4,5.75,5.78,3.5,60.7,60.0,1927
12084,1,0.7,4,6,7,5.65,5.57,3.53,62.9,61.0,3175
12086,1,0.56,4,6,4,5.2,5.24,3.27,62.6,59.0,1206
12087,1,0.51,1,3,7,5.44,5.4,3.01,55.5,64.0,1234
12092,1,0.31,4,5,6,4.31,4.34,2.7,62.4,58.0,625
12093,1,0.7,3,4,9,5.63,5.66,3.52,62.4,59.0,3208
12094,1,0.35,4,4,5,4.59,4.57,2.76,60.3,60.0,669
12096,1,0.57,4,4,7,5.4,5.35,3.28,61.0,57.0,1819
12102,1,0.33,5,2,10,4.46,4.47,2.75,61.6,55.0,694
12106,1,1.21,5,1,6,6.79,6.81,4.26,62.6,54.2,5275
12109,1,0.7,4,3,5,5.68,5.63,3.55,62.7,59.0,2020
12110,1,0.59,3,7,4,5.32,5.37,3.35,62.7,58.0,1419
12122,1,0.64,2,4,6,5.43,5.45,3.49,64.1,55.3,1906
12123,1,1.52,5,1,5,7.33,7.37,4.55,61.9,57.0,7356
12125,1,1.3,5,5,8,6.97,6.9,4.33,62.4,57.0,12734
12126,1,0.72,3,7,6,5.73,5.76,3.55,61.8,58.0,3075
12129,1,1.8,4,2,4,7.9,7.8,4.85,61.8,59.0,8457
12138,1,2.15,4,4,4,8.42,8.3,5.1,61.2,58.0,11985
12141,1,1.05,3,4,5,6.57,6.61,3.97,60.2,58.0,5438
12145,1,0.31,3,7,5,4.3,4.28,2.72,63.4,55.0,732
12146,1,0.53,5,5,6,5.2,5.27,3.22,61.5,55.0,1631
12150,1,0.73,2,6,3,5.98,5.93,3.39,56.9,60.0,1628
12152,1,0.3,5,5,6,4.3,4.36,2.62,60.5,58.0,573
12160,1,1.0,4,4,6,6.42,6.36,3.87,60.6,59.0,6451
12163,1,0.3,5,6,6,4.28,4.2,2.71,63.8,56.0,619
12169,1,0.74,5,2,5,5.83,5.84,3.62,62.0,53.0,2229
12170,1,0.41,3,4,5,4.69,4.72,2.94,62.5,57.0,719
12173,1,0.38,5,4,7,4.66,4.71,2.88,61.5,57.0,794
12179,1,2.0,4,2,6,8.21,8.13,4.86,59.5,62.0,15651
12180,1,0.51,5,7,4,5.16,5.18,3.16,61.1,56.0,1264
12181,1,1.39,3,6,7,7.15,7.19,4.37,60.9,61.0,12614
12182,1,0.7,1,7,5,5.51,5.47,3.65,66.5,55.0,2339
12183,1,0.53,5,4,8,5.18,5.22,3.23,62.1,54.0,1893
12185,1,0.74,3,6,9,5.78,5.72,3.65,63.5,58.0,3993
12195,1,0.28,3,6,7,4.16,4.24,2.58,61.4,60.0,452
12196,1,0.3,5,3,7,4.31,4.28,2.7,62.9,54.0,675
12198,1,0.57,5,4,7,5.4,5.42,3.26,60.3,57.0,1876
12199,1,1.0,2,4,4,6.43,6.5,3.86,59.7,63.0,3860
12200,1,0.91,3,6,4,6.05,6.09,3.87,63.8,60.0,3751
12201,1,0.25,5,4,8,4.06,4.08,2.5,61.5,56.0,525
12202,1,0.33,5,4,8,4.46,4.41,2.78,62.7,55.0,965
12204,1,0.51,4,6,6,5.18,5.15,3.17,61.4,56.0,1733
12205,1,0.73,1,4,5,5.68,5.62,3.7,65.5,56.0,2032
12213,1,0.43,5,3,5,4.86,4.83,3.02,62.3,56.0,919
12219,1,0.32,5,4,6,4.46,4.43,2.68,60.3,57.0,720
12220,1,0.3,3,7,7,4.34,4.38,2.59,59.4,60.0,661
12222,1,0.31,5,3,7,4.36,4.41,2.69,61.3,55.0,717
12231,1,0.42,3,5,5,4.78,4.75,3.02,63.4,56.0,926
12233,1,1.56,3,2,5,7.31,7.35,4.61,62.9,58.0,7584
12237,1,1.12,4,5,6,6.67,6.61,4.17,62.8,56.0,7437
12242,1,0.3,5,7,6,4.35,4.32,2.64,60.9,57.0,911
12246,1,0.51,5,6,5,5.17,5.11,3.15,61.3,55.0,1546
12250,1,0.64,5,4,7,5.54,5.56,3.46,62.3,54.0,2155
12253,1,0.32,5,4,10,4.41,4.43,2.69,60.9,56.0,954
12255,1,0.9,4,2,6,6.28,6.24,3.7,59.1,59.0,3385
12260,1,0.7,5,5,5,5.75,5.71,3.5,61.1,57.0,2516
12265,1,1.5,4,7,6,7.37,7.3,4.53,61.8,60.0,15240
12269,1,0.32,5,6,7,4.42,4.39,2.72,61.7,56.0,972
12272,1,0.38,5,5,5,4.7,4.73,2.87,61.0,56.0,874
12273,1,0.38,5,5,9,4.68,4.64,2.9,62.2,57.0,1257
12275,1,1.56,5,4,7,7.48,7.44,4.57,61.3,56.0,16052
12281,1,0.42,2,7,4,4.75,4.77,3.01,63.2,57.0,653
12282,1,1.01,1,4,5,6.14,6.2,4.03,65.3,58.0,4417
12285,1,2.01,3,3,4,8.09,8.14,4.91,60.5,61.0,16140
12288,1,0.72,4,7,4,5.73,5.69,3.54,62.0,60.0,2795
12289,1,0.36,5,4,7,4.6,4.64,2.83,61.3,56.0,746
12292,1,0.41,5,4,6,4.81,4.84,2.97,61.6,54.0,900
12295,1,0.32,4,3,6,4.35,4.41,2.67,61.0,60.0,505
12297,1,0.51,5,4,8,5.12,5.06,3.2,62.9,57.0,1842
12298,1,0.91,2,7,5,6.1,6.16,3.87,63.1,61.0,4113
12299,1,0.33,4,3,7,4.46,4.39,2.72,61.5,58.0,743
12300,1,1.52,5,7,6,7.42,7.35,4.55,61.6,57.0,12392
12306,1,1.01,3,2,5,6.49,6.55,3.89,59.7,60.0,4186
12312,1,0.31,3,2,9,4.33,4.36,2.73,62.8,55.0,571
12313,1,0.73,4,2,8,5.73,5.78,3.54,61.5,58.0,2496
12315,1,1.51,2,7,4,7.31,7.38,4.53,61.7,65.0,7384
12317,1,0.34,5,2,9,4.47,4.5,2.77,61.8,56.0,626
12322,1,0.71,4,7,5,5.75,5.79,3.54,61.4,58.0,2913
12324,1,1.13,3,7,4,6.59,6.7,4.14,62.3,60.0,5408
12325,1,1.13,4,3,5,6.67,6.68,4.16,62.3,58.0,5101
12326,1,0.91,3,6,4,6.32,6.38,3.72,58.6,63.0,3015
12327,1,0.3,5,3,7,4.25,4.3,2.68,62.7,55.0,526
12330,1,0.53,2,6,5,5.19,5.1,3.27,63.6,56.0,1224
12334,1,0.23,2,5,9,3.93,3.96,2.38,60.3,66.0,472
12335,1,1.25,4,3,7,6.96,6.93,4.26,61.3,55.0,8099
12337,1,1.2,3,5,8,6.72,6.76,4.24,62.9,59.0,10891
12340,1,1.03,3,1,4,6.64,6.67,3.86,58.0,60.0,3729
12342,1,0.54,5,4,7,5.24,5.28,3.24,61.6,56.0,1957
12344,1,0.53,5,6,6,5.16,5.2,3.23,62.4,56.0,1721
12345,1,0.43,4,4,6,4.93,4.88,2.9,59.1,60.0,1113
12354,1,1.32,3,2,4,7.12,7.06,4.34,61.2,58.0,6300
12357,1,0.32,5,4,7,4.4,4.42,2.73,61.9,55.0,602
12364,1,1.01,3,4,4,6.36,6.39,4.01,62.9,56.0,4176
12366,1,1.01,5,6,4,6.44,6.51,3.98,61.5,55.0,5437
12368,1,0.72,3,4,8,5.68,5.72,3.56,62.5,58.0,2889
12371,1,0.41,5,3,7,4.73,4.78,2.94,61.8,56.0,750
12378,1,0.38,3,2,9,4.6,4.64,2.89,62.6,59.0,630
12380,1,1.1,5,4,5,6.56,6.6,4.09,62.2,56.6,5868
12381,1,1.51,5,2,5,7.37,7.26,4.58,62.6,55.0,9344
12382,1,0.36,5,3,5,4.57,4.59,2.83,61.9,55.0,556
12383,1,0.3,2,5,7,4.26,4.28,2.72,63.7,56.0,570
12389,1,1.01,4,5,5,6.53,6.57,3.92,59.8,60.0,5249
12391,1,0.35,5,6,7,4.53,4.51,2.8,61.9,56.0,1063
12392,1,0.3,5,6,8,4.36,4.34,2.67,61.4,55.0,1125
12394,1,0.73,2,6,5,5.7,5.76,3.62,63.2,58.0,2796
12397,1,1.33,4,4,6,7.21,7.17,4.21,58.6,61.0,9682
12398,1,0.8,5,4,6,5.94,6.0,3.71,62.1,56.0,2728
12400,1,0.72,3,6,5,5.8,5.84,3.49,60.0,57.0,2479
12407,1,0.73,5,4,7,5.74,5.79,3.58,62.0,55.0,3342
12413,1,1.1,3,3,4,6.53,6.56,4.12,62.9,58.0,4422
12435,1,1.23,3,4,9,6.88,6.96,4.24,61.3,57.0,10435
12438,1,0.72,3,5,7,5.69,5.73,3.61,63.2,57.0,3083
12442,1,0.5,5,5,6,5.13,5.09,3.15,61.6,53.0,1654
12447,1,1.51,4,3,5,7.29,7.33,4.48,61.3,60.0,9833
12449,1,1.03,2,3,5,6.39,6.41,4.05,63.3,57.0,4843
12454,1,0.54,5,4,8,5.2,5.3,3.25,61.9,55.0,1927
12459,1,0.32,5,4,7,4.42,4.4,2.74,62.1,55.0,828
12461,1,0.27,4,7,8,4.12,4.08,2.55,62.2,59.0,799
12468,1,0.41,4,5,7,4.82,4.76,2.91,60.8,58.0,1076
12471,1,0.41,4,4,6,4.82,4.8,2.96,61.5,58.0,1061
12472,1,0.78,3,2,7,5.94,5.98,3.63,60.9,55.0,2694
12474,1,1.14,5,4,7,6.73,6.7,4.18,62.3,56.0,7948
12485,1,0.6,3,1,4,5.34,5.38,3.37,62.9,60.0,1022
12488,1,1.2,4,6,6,6.7,6.67,4.19,62.7,59.0,9139
12492,1,1.02,4,5,5,6.38,6.46,4.0,62.3,58.0,5301
12494,1,0.71,2,6,4,5.86,5.83,3.38,57.8,60.0,2215
12497,1,0.4,3,6,6,4.72,4.73,2.97,62.9,55.0,912
12500,1,0.56,5,7,6,5.35,5.33,3.28,61.4,55.0,2066
12502,1,0.74,5,1,7,5.79,5.84,3.59,61.7,57.0,2468
12506,1,2.18,3,1,5,8.21,8.25,5.18,62.9,59.0,13812
12507,1,0.33,5,6,10,4.41,4.45,2.74,61.9,57.0,1129
12510,1,0.33,5,3,7,4.47,4.45,2.75,61.7,54.0,743
12511,1,0.38,5,2,5,4.58,4.63,2.87,62.3,56.0,581
12513,1,0.3,5,7,6,4.29,4.33,2.67,61.9,57.0,710
12515,1,1.51,2,2,8,7.29,7.26,4.63,63.6,58.0,7255
12516,1,1.01,1,5,5,6.29,6.23,4.07,65.0,61.0,5131
12527,1,0.72,5,2,9,5.68,5.77,3.6,62.9,57.0,2493
12529,1,0.55,5,5,6,5.29,5.25,3.24,61.4,57.0,1865
12532,1,0.52,2,5,5,4.92,4.98,3.24,65.5,66.0,1427
12533,1,0.56,4,6,7,5.23,5.28,3.29,62.6,58.0,1930
12536,1,0.3,5,4,9,4.34,4.3,2.65,61.3,56.0,1013
12537,1,0.78,3,6,4,5.99,5.95,3.58,60.0,63.0,2512
12544,1,2.05,4,1,7,8.08,8.13,5.06,62.4,58.0,14224
12547,1,0.62,5,4,8,5.42,5.47,3.41,62.6,57.0,2507
12550,1,0.55,4,4,4,5.33,5.35,3.22,60.3,58.0,1081
12551,1,0.49,2,7,7,5.18,5.25,3.0,57.5,60.0,1738
12553,1,0.8,2,5,6,5.88,5.9,3.72,63.2,55.0,3429
12557,1,1.14,4,3,6,6.76,6.72,4.13,61.3,59.0,5858
12560,1,1.52,4,7,5,7.55,7.51,4.5,59.8,58.0,12823
12562,1,1.42,1,4,6,7.31,7.23,4.33,59.6,66.0,7214
12564,1,0.42,5,4,7,4.82,4.86,2.95,61.0,56.0,823
12572,1,0.8,5,5,4,5.94,5.96,3.68,61.8,59.0,3066
12576,1,0.41,3,7,7,4.7,4.76,3.0,63.4,56.0,991
12577,1,0.3,5,4,10,4.32,4.35,2.7,62.3,54.0,863
12578,1,0.54,2,7,5,5.22,5.14,3.3,63.7,57.0,1263
12580,1,1.21,3,5,7,6.76,6.85,4.24,62.3,58.0,10009
12582,1,0.4,5,7,8,4.78,4.75,2.92,61.3,56.0,1323
12586,1,1.5,4,3,7,7.39,7.44,4.44,59.9,60.0,11088
12589,1,1.31,4,1,5,7.06,7.12,4.21,59.4,60.0,5446
12591,1,1.5,2,6,6,7.58,7.53,4.37,57.8,63.0,14565
12598,1,0.24,4,3,9,4.02,4.0,2.44,60.8,59.0,554
12599,1,1.56,2,2,5,7.32,7.28,4.67,64.0,57.0,6246
12600,1,1.01,3,6,5,6.36,6.42,3.98,62.3,56.0,5339
12602,1,0.72,5,2,7,5.72,5.75,3.58,62.4,55.0,2868
12608,1,0.4,5,1,7,4.73,4.76,2.92,61.5,58.0,633
12612,1,1.07,4,7,4,6.49,6.42,4.04,62.6,61.0,4949
12616,1,0.34,5,3,10,4.5,4.54,2.79,61.7,55.0,863
12619,1,1.2,3,1,6,6.77,6.71,4.25,63.1,56.0,4232
12620,1,2.19,4,1,4,8.35,8.25,5.13,61.8,60.0,13355
12621,1,0.9,1,6,4,6.03,5.98,3.95,65.8,59.0,2982
12630,1,0.9,4,6,5,6.19,6.14,3.78,61.3,60.0,4209
12633,1,1.04,5,2,5,6.49,6.54,4.02,61.7,57.0,4344
12643,1,0.3,4,5,7,4.36,4.33,2.65,61.0,58.0,731
12656,1,1.21,5,3,4,6.87,6.82,4.25,62.1,55.0,5692
12659,1,0.31,5,7,6,4.4,4.37,2.69,61.3,57.0,942
12662,1,1.51,5,2,5,7.31,7.27,4.58,62.8,54.0,8574
12664,1,0.51,2,4,8,5.08,5.1,3.24,63.7,54.0,1800
12667,1,0.41,5,5,9,4.8,4.77,2.95,61.7,57.0,1356
12669,1,0.71,5,6,4,5.74,5.82,3.54,61.2,57.0,2398
12670,1,0.4,5,5,10,4.81,4.84,2.94,60.9,57.0,1583
12671,1,0.32,4,3,8,4.44,4.41,2.7,61.0,58.0,828
12680,1,0.35,5,7,5,4.5,4.52,2.81,62.3,57.0,644
12688,1,1.01,4,3,6,6.45,6.47,3.98,61.6,59.0,5166
12689,1,0.91,2,4,7,6.03,6.11,3.86,63.6,60.0,4284
12690,1,1.76,4,7,5,7.76,7.68,4.77,61.0,60.0,12063
12693,1,0.35,4,3,5,4.58,4.55,2.8,61.3,55.0,647
12695,1,0.9,5,6,6,6.15,6.18,3.83,62.1,57.0,4419
12703,1,2.1,3,1,4,8.4,8.46,4.98,59.1,58.0,12381
12708,1,1.28,4,3,5,7.08,7.05,4.23,59.9,59.0,6701
12711,1,1.0,4,6,5,6.33,6.25,3.79,60.3,62.0,5544
12719,1,0.3,4,6,10,4.33,4.29,2.63,61.0,59.0,1097
12720,1,0.51,3,4,8,5.09,5.05,3.22,63.5,55.0,1842
12721,1,0.91,4,7,4,6.29,6.24,3.83,61.1,60.0,4051
12725,1,0.3,5,6,8,4.34,4.36,2.67,61.4,55.0,1053
12727,1,1.0,4,6,4,6.48,6.44,3.95,61.1,58.0,4704
12730,1,0.78,5,4,4,5.91,5.94,3.67,61.9,55.0,2240
12738,1,2.21,5,4,4,8.38,8.47,5.07,60.2,60.0,18128
12739,1,0.34,3,6,5,4.46,4.44,2.82,63.4,55.0,714
12743,1,2.01,3,3,5,8.25,8.2,4.94,60.1,60.0,17476
12745,1,0.33,4,4,6,4.51,4.49,2.67,59.3,61.0,743
12746,1,1.5,3,4,4,7.28,7.23,4.45,61.3,63.0,8148
12748,1,0.42,5,2,10,4.82,4.84,3.0,62.1,54.0,961
12754,1,1.0,4,4,6,6.43,6.39,3.98,62.1,57.0,5806
12757,1,1.01,1,7,4,6.31,6.24,4.05,64.6,56.0,3003
12758,1,0.71,3,5,4,5.58,5.67,3.58,63.6,56.0,2098
12766,1,0.37,4,4,5,4.54,4.61,2.84,62.1,60.0,551
12768,1,1.51,5,4,6,7.45,7.43,4.52,60.8,54.0,12210
12772,1,0.32,3,3,4,4.39,4.42,2.66,60.4,59.0,393
12777,1,0.7,3,5,6,5.63,5.69,3.53,62.4,57.0,2362
12779,1,1.5,4,3,4,7.34,7.31,4.53,61.8,57.0,6443
12782,1,0.41,5,4,8,4.81,4.84,2.94,60.9,56.0,960
12783,1,0.33,3,4,6,4.41,4.44,2.75,62.1,56.0,579
12788,1,0.38,5,6,8,4.63,4.66,2.86,61.6,55.0,1100
12790,1,0.41,5,7,4,4.8,4.76,2.99,62.6,55.0,876
12794,1,0.76,3,4,8,5.79,5.84,3.62,62.3,57.0,3549
12797,1,1.0,4,6,5,6.4,6.34,3.94,61.9,62.0,4953
12802,1,0.54,5,7,6,5.26,5.22,3.21,61.3,56.0,1993
12810,1,0.3,3,4,8,4.23,4.27,2.64,62.1,59.0,684
12821,1,0.3,5,5,6,4.33,4.27,2.7,62.8,55.0,776
12823,1,0.37,5,1,5,4.63,4.66,2.81,60.5,57.0,497
12826,1,1.02,4,6,6,6.47,6.38,3.98,61.9,62.0,6215
12830,1,0.6,1,4,8,5.66,5.47,3.23,57.9,67.0,2167
12831,1,0.32,2,2,7,4.38,4.42,2.78,63.2,54.0,505
12836,1,0.34,5,2,5,4.5,4.54,2.72,60.2,57.0,459
12837,1,1.7,5,3,7,7.69,7.61,4.77,62.4,55.0,13949
12842,1,2.02,4,6,4,8.21,8.18,4.95,60.4,57.0,14574
12844,1,1.2,3,6,6,6.85,6.87,4.16,60.6,56.0,9529
12845,1,0.31,5,4,10,4.39,4.34,2.69,61.6,55.0,988
12848,1,0.35,5,6,9,4.51,4.53,2.81,62.2,56.0,1044
12857,1,1.04,5,5,8,6.53,6.5,3.99,61.2,57.0,9169
12863,1,1.07,5,7,8,6.55,6.64,4.04,61.3,58.0,10266
12866,1,0.7,5,6,5,5.76,5.7,3.52,61.4,57.0,2777
12869,1,0.37,5,4,5,4.62,4.64,2.86,61.8,55.0,745
12871,1,1.52,5,5,4,7.36,7.32,4.59,62.5,57.0,9533
12875,1,0.91,3,1,7,6.16,6.24,3.85,62.1,55.0,3666
12876,1,0.31,5,3,5,4.35,4.39,2.68,61.3,55.0,421
12877,1,0.9,3,2,5,6.12,6.18,3.83,62.3,56.0,3308
12879,1,1.21,2,2,6,6.72,6.79,4.28,63.4,57.0,5290
12881,1,0.23,2,5,8,3.93,3.94,2.45,62.3,61.0,425
12890,1,0.34,2,4,6,4.6,4.66,2.66,57.5,61.0,556
12891,1,1.13,4,3,5,6.73,6.68,4.12,61.4,59.0,5338
12894,1,0.3,4,3,7,4.28,4.24,2.64,62.0,58.0,675
12895,1,0.3,4,7,6,4.26,4.31,2.62,61.1,59.0,710
12896,1,0.36,3,2,7,4.58,4.61,2.8,60.9,61.0,568
12900,1,0.4,4,5,8,4.85,4.78,2.86,59.4,59.0,1008
12904,1,0.7,4,4,8,5.89,5.78,3.46,59.3,54.0,3450
12907,1,1.14,4,4,5,6.64,6.7,4.15,62.2,58.0,5326
12910,1,0.9,3,2,4,6.22,6.24,3.77,60.5,56.0,3464
12911,1,0.56,5,6,5,5.3,5.33,3.28,61.7,56.0,1580
12913,1,0.82,5,3,8,6.01,6.05,3.71,61.4,56.0,3781
12916,1,0.83,4,6,5,6.22,6.18,3.62,58.4,59.0,3506
12919,1,0.92,3,3,7,6.34,6.29,3.77,59.7,63.0,4721
12924,1,0.3,5,4,8,4.26,4.32,2.69,62.7,57.0,684
12926,1,1.09,4,5,7,6.67,6.61,4.07,61.3,60.0,7588
12929,1,0.31,5,6,7,4.35,4.32,2.67,61.6,57.0,942
12935,1,1.24,5,4,5,6.97,6.91,4.2,60.5,60.0,6994
12936,1,0.41,5,4,6,4.8,4.75,2.93,61.4,55.0,1061
12938,1,1.0,4,2,5,6.39,6.33,3.96,62.2,62.0,3360
12939,1,0.71,2,6,5,5.67,5.72,3.6,63.2,57.0,2494
12940,1,0.33,5,4,9,4.45,4.42,2.74,61.8,55.0,1114
12941,1,0.32,5,7,6,4.46,4.42,2.71,61.0,57.0,972
12944,1,0.76,5,5,5,5.88,5.92,3.62,61.4,56.0,2894
12947,1,0.74,5,5,7,5.81,5.83,3.61,62.0,54.8,3340
12950,1,1.3,4,1,5,7.09,7.01,4.3,61.0,59.0,5569
12958,1,0.87,5,3,6,6.14,6.09,3.77,61.7,57.0,3118
12959,1,0.35,5,4,7,4.52,4.56,2.84,62.6,54.0,706
12961,1,1.03,5,2,5,6.45,6.41,4.0,62.2,58.0,4434
12964,1,1.51,1,3,5,7.1,7.06,4.66,65.8,62.0,8260
12967,1,1.2,3,4,5,6.68,6.73,4.21,62.8,57.0,6526
12972,1,2.0,5,1,6,8.08,8.13,4.94,61.0,57.0,14323
12977,1,0.71,5,7,6,5.8,5.83,3.48,59.9,57.0,3540
12982,1,0.41,5,7,6,4.73,4.7,2.96,62.8,55.0,1076
12986,1,0.4,4,7,5,4.75,4.74,2.9,61.1,58.0,990
12988,1,0.71,5,6,6,5.69,5.73,3.55,62.2,57.0,3073
12991,1,1.65,5,6,4,7.76,7.73,4.55,58.7,56.0,8455
12993,1,1.56,4,6,6,7.47,7.43,4.58,61.5,58.0,12156
12996,1,0.46,2,5,9,4.77,4.82,3.19,66.5,55.0,1307
13002,1,1.65,5,2,5,7.6,7.63,4.7,61.7,55.0,10365
13003,1,0.32,5,7,5,4.36,4.4,2.71,61.9,57.0,589
13007,1,0.33,3,2,5,4.38,4.36,2.76,63.2,58.0,572
13010,1,0.3,3,3,4,4.29,4.26,2.7,63.2,55.0,485
13011,1,0.56,5,5,4,5.27,5.31,3.28,61.9,55.0,1212
13012,1,1.07,5,5,4,6.56,6.53,4.03,61.6,57.0,5405
13013,1,0.72,5,5,7,5.73,5.76,3.59,62.5,54.0,3330
13016,1,0.26,4,4,7,4.07,4.12,2.51,61.3,60.0,382
13017,1,0.56,5,5,7,5.28,5.32,3.27,61.7,54.0,1915
13021,1,1.54,4,3,6,7.46,7.42,4.54,61.0,60.0,11177
13024,1,1.01,4,5,6,6.43,6.4,4.01,62.5,58.0,6271
13029,1,0.52,5,2,9,5.24,5.27,3.16,60.1,56.0,1454
13039,1,1.2,4,3,4,6.83,6.75,4.24,62.4,57.0,5510
13058,1,0.71,1,7,6,5.63,5.58,3.61,64.4,56.0,2596
13062,1,1.25,5,3,8,7.0,6.97,4.23,60.6,57.0,8036
13063,1,0.35,5,4,8,4.58,4.54,2.78,61.0,57.0,1024
13064,1,0.39,5,2,8,4.74,4.76,2.89,60.8,56.0,849
13065,1,1.02,5,4,5,6.54,6.44,3.99,61.5,57.0,5398
13066,1,0.59,4,6,6,5.46,5.42,3.27,60.1,59.0,2578
13070,1,1.04,5,3,4,6.6,6.66,4.05,61.1,56.0,4290
13072,1,2.14,4,2,6,8.43,8.39,5.0,59.3,59.0,15559
13080,1,0.71,4,2,4,5.72,5.78,3.47,60.3,58.0,1821
