,x0,carat,cut,color,clarity,x,y,z,depth,table,price
5757,1,2.01,5,2,4,8.07,8.03,5.0,62.1,57.0,12338
5759,1,0.4,4,2,9,4.78,4.76,2.9,60.8,58.0,1080
5761,1,0.44,3,7,6,4.79,4.86,3.03,62.8,58.0,850
5762,1,0.55,5,6,7,5.24,5.27,3.26,62.0,56.0,2001
5765,1,0.54,2,7,4,5.16,5.19,3.27,63.2,57.0,1249
5766,1,0.72,3,1,7,5.67,5.69,3.53,62.2,59.9,1914
5767,1,2.27,1,1,3,8.05,8.0,5.43,67.6,55.0,5733
5768,1,0.51,5,5,7,5.08,5.13,3.19,62.5,55.0,1744
5769,1,0.71,5,3,10,5.7,5.74,3.56,62.2,57.0,3234
5770,1,0.73,3,4,4,5.77,5.79,3.62,62.6,56.0,1986
5771,1,1.17,3,6,4,6.65,6.7,4.17,62.5,59.0,5163
5774,1,1.7,5,4,9,7.62,7.67,4.66,61.0,56.0,18279
5780,1,1.12,5,7,7,6.68,6.75,4.1,61.1,57.0,9694
5781,1,1.52,4,6,4,7.31,7.26,4.58,62.9,59.0,9576
5782,1,0.31,3,4,4,4.34,4.29,2.73,63.3,54.0,523
5783,1,1.06,5,5,6,6.57,6.6,4.03,61.1,56.5,7637
5784,1,0.57,5,6,7,5.32,5.36,3.29,61.6,55.0,1884
5785,1,0.31,5,3,6,4.39,4.35,2.72,62.2,55.0,628
5787,1,1.0,1,4,7,6.38,6.29,4.0,63.1,63.0,4630
5788,1,2.1,4,1,4,8.46,8.4,4.98,59.1,58.0,12494
5789,1,1.0,1,5,7,6.25,6.21,4.07,65.3,59.0,6397
5790,1,0.32,5,6,6,4.46,4.4,2.72,61.4,57.0,780
5791,1,1.08,5,4,6,6.62,6.59,4.05,61.3,56.0,6706
5794,1,1.23,5,3,6,6.76,6.84,4.27,62.8,56.0,7900
5797,1,0.83,3,7,7,6.19,6.24,3.62,58.2,59.0,4521
5798,1,0.64,5,4,10,5.52,5.56,3.42,61.7,58.0,2960
5800,1,0.9,4,4,7,6.08,6.0,3.76,62.3,60.0,4460
5801,1,1.06,5,1,6,6.51,6.57,4.08,62.4,54.0,4643
5803,1,2.25,1,4,3,8.15,8.12,5.28,64.9,58.0,7069
5804,1,0.26,4,5,7,4.22,4.18,2.5,59.5,58.0,580
5805,1,1.01,3,4,6,6.34,6.38,3.94,61.9,59.0,5759
5806,1,1.06,4,4,8,6.54,6.5,4.07,62.4,55.0,7627
5807,1,0.49,3,7,6,4.94,4.99,3.18,64.0,53.0,1336
5808,1,1.02,3,3,5,6.34,6.4,4.01,63.0,58.0,4617
5809,1,1.07,5,3,6,6.53,6.49,4.04,62.1,57.0,4458
5810,1,0.7,2,5,7,5.83,5.79,3.36,57.8,61.0,2751
5811,1,0.32,5,6,6,4.43,4.4,2.73,61.8,55.0,900
5812,1,1.02,3,1,5,6.37,6.43,4.0,62.5,58.0,3857
5813,1,0.5,5,3,6,5.18,5.14,3.16,61.2,56.0,1332
5815,1,0.7,1,4,6,5.55,5.54,3.6,64.9,57.0,2479
5816,1,0.3,3,3,8,4.24,4.21,2.68,63.4,57.0,776
5818,1,1.04,5,3,5,6.49,6.46,4.01,61.9,57.0,4515
5819,1,0.79,3,7,7,6.03,6.08,3.56,58.8,60.0,3798
5820,1,0.57,5,5,7,5.34,5.32,3.3,61.9,55.0,2189
5821,1,1.1,3,5,9,6.56,6.69,4.12,62.2,59.0,10329
5822,1,1.15,3,7,4,6.62,6.69,4.11,61.8,61.0,5186
5824,1,0.78,4,6,7,5.9,5.86,3.66,62.2,58.0,3538
5825,1,0.51,4,5,8,5.17,5.13,3.19,61.9,56.0,2310
5826,1,0.33,5,7,7,4.5,4.47,2.73,60.9,57.0,957
5827,1,1.21,3,2,6,6.78,6.83,4.22,62.0,57.0,5931
5829,1,1.53,4,4,5,7.4,7.31,4.54,61.7,59.0,9747
5831,1,0.3,5,5,6,4.3,4.32,2.68,62.2,55.0,573
5832,1,0.34,4,2,5,4.4,4.43,2.77,62.7,58.0,447
5834,1,0.37,4,4,7,4.61,4.58,2.82,61.4,58.0,957
5840,1,0.9,3,7,4,6.15,6.17,3.76,61.0,61.0,3371
5841,1,0.31,3,6,9,4.41,4.44,2.67,60.3,57.0,752
5842,1,1.21,3,2,5,6.75,6.78,4.18,61.8,59.0,5672
5844,1,0.5,2,5,8,4.92,4.93,3.17,64.5,62.3,1678
5845,1,0.38,5,2,7,4.65,4.69,2.91,62.3,53.4,703
5846,1,1.14,5,2,5,6.76,6.68,4.15,61.8,57.0,4724
5847,1,0.35,5,2,10,4.52,4.54,2.83,62.5,55.0,737
5848,1,0.78,3,3,5,5.85,5.88,3.7,63.1,58.0,2600
5849,1,0.5,2,1,5,4.97,4.99,3.15,63.3,60.0,877
5850,1,0.4,4,6,7,4.75,4.71,2.95,62.4,54.0,1125
5852,1,0.58,5,4,7,5.43,5.48,3.3,60.6,56.0,1899
5853,1,0.9,3,6,5,6.08,6.12,3.88,63.6,57.0,3863
5854,1,0.51,5,6,7,5.15,5.18,3.19,61.8,55.0,1697
5855,1,1.1,3,6,6,6.61,6.67,4.11,61.9,55.0,6776
5858,1,0.3,5,5,5,4.34,4.36,2.67,61.4,55.0,475
5859,1,1.05,5,5,6,6.54,6.58,4.04,61.6,54.0,6810
5860,1,1.21,5,1,5,6.84,6.89,4.25,61.9,57.0,4968
5861,1,1.04,3,4,6,6.51,6.55,4.01,61.4,63.0,5353
5862,1,0.7,2,5,4,5.66,5.68,3.49,61.6,61.0,2109
5864,1,0.27,3,6,9,4.16,4.19,2.6,62.3,56.0,682
5866,1,0.36,5,5,7,4.62,4.64,2.85,61.6,56.0,819
5867,1,0.55,5,6,5,5.3,5.27,3.21,60.7,57.0,1668
5868,1,1.0,2,4,5,6.37,6.45,3.95,61.6,62.0,4528
5869,1,1.01,3,4,7,6.34,6.37,3.99,62.8,58.0,6152
5870,1,1.0,1,4,5,6.32,6.28,4.06,64.4,57.0,4295
5871,1,0.51,5,7,5,5.16,5.11,3.17,61.7,55.0,1687
5872,1,0.42,3,5,5,4.83,4.87,2.94,60.6,61.0,722
5873,1,1.11,2,5,5,6.58,6.62,4.1,62.1,61.0,5602
5874,1,1.06,5,5,10,6.64,6.55,4.02,61.0,57.0,11195
5875,1,0.91,4,6,7,6.23,6.17,3.84,61.9,59.0,5167
5877,1,0.37,4,5,5,4.62,4.59,2.83,61.5,59.0,791
5879,1,0.34,5,6,7,4.5,4.47,2.77,61.8,57.0,1033
5880,1,2.03,4,3,4,8.36,8.31,4.86,58.1,59.0,10879
5881,1,1.04,2,4,7,6.4,6.43,4.09,63.8,57.0,7049
5883,1,1.02,5,2,3,6.49,6.44,3.99,61.7,56.0,2925
5885,1,0.41,3,6,5,4.74,4.75,2.98,62.8,59.0,755
5886,1,0.57,5,4,6,5.3,5.35,3.29,61.8,56.0,1608
5887,1,1.02,4,4,3,6.55,6.5,3.94,60.3,58.0,2815
5888,1,0.7,2,6,5,5.59,5.67,3.53,62.7,61.0,2239
5889,1,0.32,5,4,7,4.4,4.37,2.73,62.3,55.0,828
5890,1,0.35,5,6,6,4.52,4.56,2.79,61.5,55.0,767
5892,1,1.03,2,3,5,6.35,6.39,4.02,63.1,56.0,4326
5893,1,0.51,5,7,6,5.11,5.14,3.15,61.5,57.0,1787
5894,1,0.34,3,4,8,4.47,4.51,2.77,61.7,56.0,775
5895,1,0.26,3,6,8,4.16,4.19,2.46,58.9,61.0,564
5897,1,0.34,4,5,6,4.46,4.5,2.72,60.7,60.0,686
5898,1,1.21,5,7,6,6.91,6.86,4.19,60.9,60.0,10353
5900,1,0.83,5,2,5,5.96,6.02,3.71,61.9,57.0,3314
5901,1,1.52,2,4,5,7.18,7.25,4.65,64.4,59.0,9368
5902,1,0.3,5,7,5,4.32,4.34,2.68,61.9,54.0,552
5903,1,0.9,4,6,5,6.13,6.09,3.84,62.8,58.0,4677
5904,1,1.75,3,1,7,7.75,7.83,4.79,61.5,59.0,10681
5905,1,0.7,1,7,5,5.45,5.52,3.62,66.0,56.0,2093
5907,1,2.46,5,4,4,8.6,8.52,5.44,63.0,56.0,15745
5909,1,0.53,5,4,6,5.27,5.23,3.17,60.4,57.0,1607
5910,1,1.01,4,6,6,6.42,6.34,3.96,62.1,58.0,6425
5911,1,1.12,3,3,5,6.64,6.69,4.15,62.3,55.0,5236
5913,1,0.54,5,2,6,5.27,5.31,3.23,61.1,55.0,1259
5914,1,2.03,3,7,4,8.02,7.98,5.05,63.1,58.0,13858
5915,1,1.09,5,5,4,6.64,6.6,4.05,61.2,57.0,4981
5916,1,0.72,1,2,5,5.69,5.67,3.68,64.8,54.0,1799
5917,1,0.36,4,4,10,4.49,4.53,2.82,62.5,60.0,1074
5919,1,1.09,3,6,4,6.54,6.61,4.09,62.2,58.0,5165
5921,1,1.54,4,2,4,7.33,7.35,4.58,62.4,59.0,6640
5922,1,0.41,4,5,9,4.79,4.73,2.92,61.3,59.0,1356
5923,1,0.52,5,3,5,5.15,5.18,3.22,62.3,54.0,1074
5924,1,0.9,4,1,7,6.12,6.05,3.78,62.1,62.0,2964
5925,1,0.91,3,3,6,6.12,6.16,3.9,63.5,57.0,4012
5926,1,0.57,5,6,6,5.29,5.26,3.32,62.9,57.0,1949
5927,1,1.05,5,3,6,6.53,6.57,4.02,61.4,55.0,5993
5928,1,1.21,4,3,7,6.84,6.77,4.24,62.3,58.0,7223
5929,1,1.03,5,4,5,6.59,6.54,3.97,60.5,55.0,5445
5930,1,1.16,5,3,4,6.78,6.79,4.15,61.1,56.0,5509
5931,1,0.58,4,4,7,5.41,5.35,3.31,61.5,58.0,1984
5932,1,0.91,3,5,5,6.13,6.17,3.88,63.1,60.0,4188
5934,1,1.17,5,1,5,6.74,6.77,4.21,62.3,55.0,4883
5936,1,2.02,4,5,4,8.15,8.05,4.98,61.5,60.0,14790
5937,1,1.46,4,3,4,7.3,7.26,4.47,61.4,59.0,7604
5938,1,0.41,5,7,6,4.79,4.76,2.98,62.4,55.0,1076
5939,1,0.91,2,7,5,6.02,6.12,3.92,64.6,58.0,4265
5940,1,0.4,4,7,8,4.74,4.78,2.89,60.7,60.0,1263
5942,1,0.32,5,4,8,4.4,4.44,2.71,61.3,55.0,698
5943,1,0.79,4,4,7,5.94,5.87,3.68,62.3,56.0,3053
5944,1,0.38,3,6,9,4.62,4.71,2.91,62.4,57.0,1098
5945,1,1.22,4,4,4,6.79,6.75,4.17,61.6,62.0,5226
5946,1,0.3,4,6,6,4.41,4.37,2.6,59.2,59.0,844
5947,1,0.31,3,5,8,4.36,4.39,2.71,62.0,56.0,754
5948,1,1.22,4,3,5,6.92,6.86,4.2,61.0,59.0,4829
5949,1,0.96,4,6,4,6.32,6.26,3.94,62.6,60.0,4113
5954,1,0.9,4,3,6,6.21,6.17,3.76,60.7,58.0,4082
5955,1,0.73,5,4,8,5.78,5.81,3.59,62.1,56.0,3396
5956,1,0.39,4,6,5,4.81,4.76,2.83,59.1,59.0,860
5959,1,1.01,4,2,4,6.39,6.42,3.98,62.1,59.0,3899
5961,1,0.55,5,2,4,5.32,5.36,3.23,60.4,56.0,1109
5962,1,0.51,3,5,5,5.06,5.11,3.24,63.7,55.0,1271
5963,1,0.79,4,4,6,5.92,5.89,3.68,62.3,58.0,2959
5964,1,0.38,5,5,10,4.68,4.71,2.92,62.2,54.0,1229
5966,1,0.41,3,5,7,4.77,4.81,2.95,61.5,57.0,974
5967,1,0.32,5,3,9,4.39,4.41,2.71,61.6,56.0,730
5968,1,0.26,5,6,7,4.09,4.12,2.55,62.1,56.0,556
5971,1,0.3,4,4,7,4.3,4.33,2.65,61.4,60.0,605
5973,1,0.51,4,4,4,5.14,5.07,3.06,59.9,60.0,1004
5974,1,0.32,5,3,9,4.42,4.46,2.68,60.4,57.0,730
5975,1,0.37,4,3,6,4.67,4.64,2.77,59.5,61.0,749
5976,1,2.04,3,2,5,8.06,7.99,5.06,63.1,58.0,15412
5978,1,0.46,5,1,9,4.93,4.89,3.07,62.5,56.0,1018
5980,1,1.41,3,3,6,7.08,7.12,4.44,62.5,58.0,8846
5982,1,0.3,4,2,9,4.29,4.24,2.68,62.8,59.0,709
5983,1,0.32,5,4,7,4.37,4.41,2.72,62.0,56.0,645
5984,1,2.09,3,5,4,8.19,8.33,5.06,61.3,59.0,18509
5986,1,1.2,5,3,5,6.87,6.82,4.19,61.2,60.0,6569
5989,1,2.53,4,3,4,8.9,8.82,5.29,59.6,59.0,17591
5990,1,0.37,5,3,6,4.64,4.68,2.83,60.7,58.0,603
5991,1,0.54,4,5,4,5.25,5.28,3.14,59.6,60.0,1154
5993,1,0.71,5,6,6,5.79,5.83,3.49,60.1,59.0,3145
5994,1,0.32,5,3,8,4.37,4.42,2.71,61.7,56.0,645
5995,1,0.7,3,6,5,5.68,5.73,3.48,61.0,57.0,2753
5996,1,1.22,3,4,5,6.82,6.88,4.23,61.8,58.0,6656
5997,1,0.71,4,5,6,5.7,5.67,3.53,62.1,58.0,2801
5999,1,1.01,2,5,4,6.33,6.44,4.08,63.9,54.0,4416
6000,1,0.33,4,4,9,4.43,4.47,2.71,60.9,58.0,868
6001,1,0.9,3,3,5,6.12,6.16,3.87,63.0,55.0,3388
6003,1,0.3,4,6,5,4.29,4.27,2.66,62.1,60.0,675
6004,1,1.06,5,2,6,6.57,6.52,4.02,61.4,57.0,4405
6005,1,0.31,5,4,10,4.35,4.39,2.71,62.0,54.0,801
6006,1,0.8,2,3,6,5.92,5.82,3.72,63.4,60.0,2845
6007,1,0.31,4,5,5,4.33,4.31,2.71,62.7,58.0,663
6008,1,0.71,4,7,6,5.86,5.8,3.45,59.2,59.0,3161
6010,1,1.27,5,1,4,6.99,6.95,4.27,61.2,56.0,5021
6012,1,2.03,5,2,6,8.02,8.05,5.04,62.7,57.0,16792
6013,1,0.83,5,3,4,6.08,5.99,3.73,61.8,57.0,1863
6014,1,0.3,5,3,9,4.28,4.31,2.67,62.2,57.0,665
6015,1,0.23,3,6,8,3.96,4.01,2.42,60.7,58.0,498
6018,1,0.75,5,7,6,5.82,5.85,3.6,61.7,55.0,3625
6019,1,0.7,3,6,4,5.68,5.72,3.48,61.1,62.0,2230
6020,1,0.5,5,4,8,5.13,5.15,3.11,60.5,55.0,1838
6022,1,0.82,5,4,8,5.97,6.01,3.72,62.1,56.0,4130
6024,1,1.23,3,3,6,6.98,7.0,4.09,58.5,62.0,6039
6025,1,1.0,2,4,6,6.27,6.31,3.99,63.4,57.0,5702
6027,1,0.91,4,3,4,6.24,6.15,3.85,62.1,56.0,3498
6030,1,1.19,4,3,5,6.79,6.83,4.18,61.4,58.0,5595
6031,1,0.25,5,3,5,4.05,4.07,2.55,62.8,54.0,357
6034,1,0.32,4,4,6,4.37,4.4,2.73,62.3,60.0,561
6037,1,1.0,4,5,6,6.38,6.34,3.94,61.9,59.0,5606
6038,1,0.31,5,2,10,4.39,4.36,2.72,62.2,54.0,837
6040,1,1.18,4,2,4,6.84,6.78,4.14,60.8,58.0,4579
6041,1,0.4,3,4,10,4.69,4.73,2.91,61.8,58.0,1173
6042,1,0.7,4,3,8,5.76,5.72,3.5,61.0,57.0,2596
6043,1,0.51,5,3,4,5.12,5.14,3.18,62.0,55.0,1435
6044,1,1.34,4,4,6,7.07,7.04,4.28,60.7,59.0,9293
6045,1,1.14,3,2,5,6.62,6.58,4.19,63.5,56.0,4788
6049,1,0.5,3,4,8,5.12,5.15,3.15,61.3,57.0,1729
6050,1,0.33,2,7,5,4.38,4.4,2.77,63.1,55.0,567
6051,1,0.55,5,7,8,5.29,5.32,3.23,60.8,56.0,3468
6053,1,0.3,2,3,4,4.24,4.27,2.72,63.9,56.0,368
6054,1,1.51,1,3,5,7.72,7.63,4.28,55.8,61.0,7509
6056,1,0.3,5,7,6,4.31,4.3,2.69,62.5,55.0,911
6058,1,1.04,5,7,7,6.52,6.56,4.03,61.6,57.0,10709
6059,1,0.94,3,7,4,6.34,6.41,3.76,59.0,59.0,3862
6060,1,0.72,3,5,6,5.92,5.75,3.48,59.6,63.0,2724
6061,1,1.0,2,5,4,6.35,6.26,4.04,64.1,58.0,3799
6063,1,0.3,5,5,9,4.33,4.38,2.66,61.1,56.0,814
6066,1,1.72,4,3,5,7.64,7.71,4.71,61.4,59.0,12880
6067,1,1.5,2,2,5,7.26,7.15,4.59,63.8,56.0,6224
6068,1,0.72,5,4,7,5.71,5.74,3.57,62.4,59.0,3035
6069,1,1.03,4,6,4,6.49,6.45,3.99,61.7,61.0,3876
6070,1,0.51,5,5,6,5.14,5.15,3.17,61.6,57.0,1661
6071,1,0.32,5,4,6,4.4,4.43,2.72,61.6,54.0,560
6072,1,1.51,4,5,6,7.3,7.26,4.59,63.0,56.0,13248
6073,1,1.29,4,2,5,7.03,6.96,4.35,62.2,58.0,6140
6074,1,1.04,3,1,4,6.35,6.39,4.03,63.2,58.6,3924
6075,1,0.31,3,3,6,4.35,4.32,2.74,63.2,57.0,628
6078,1,0.25,4,6,7,4.02,4.04,2.48,61.5,60.0,435
6080,1,1.21,4,2,6,6.79,6.85,4.24,62.2,59.0,5502
6081,1,0.42,3,6,5,4.85,4.89,2.91,59.8,61.0,722
6083,1,0.37,2,3,5,4.54,4.58,2.88,63.2,57.0,533
6084,1,1.51,5,4,5,7.34,7.25,4.5,61.6,56.0,8283
6086,1,1.66,5,3,10,7.62,7.59,4.68,61.5,57.0,14859
6087,1,0.41,3,3,8,4.77,4.81,2.97,62.0,56.0,873
6090,1,1.26,3,4,5,6.87,6.81,4.32,63.2,61.0,7000
6092,1,0.33,5,3,7,4.46,4.48,2.75,61.6,55.0,610
6093,1,0.51,5,4,7,5.16,5.21,3.13,60.2,57.0,1632
6094,1,0.32,5,4,5,4.4,4.46,2.72,61.4,55.0,461
6095,1,1.02,3,3,5,6.38,6.43,4.01,62.6,59.0,4604
6096,1,0.72,5,4,4,5.73,5.77,3.56,61.9,57.0,2068
6100,1,0.32,5,4,10,4.4,4.43,2.7,61.2,56.0,918
6104,1,0.72,4,3,5,5.73,5.69,3.58,62.7,59.0,2398
6107,1,0.76,5,4,4,5.83,5.89,3.65,62.3,55.0,2489
6108,1,1.51,3,2,7,7.38,7.32,4.49,61.1,63.0,8918
6111,1,1.25,5,5,7,6.9,6.83,4.29,62.4,57.0,7840
6112,1,0.7,1,4,3,5.74,5.68,3.45,60.4,58.0,1069
6114,1,0.9,2,6,4,6.08,6.11,3.84,63.0,58.0,3736
6115,1,0.32,4,4,5,4.35,4.31,2.71,62.6,58.0,612
6117,1,1.0,3,7,5,6.34,6.45,3.97,62.1,58.0,5390
6118,1,0.52,5,7,4,5.17,5.2,3.2,61.7,55.0,1292
6120,1,1.27,3,4,6,6.97,7.09,4.24,60.3,59.0,8549
6121,1,0.31,4,5,6,4.48,4.43,2.66,59.7,58.0,802
6122,1,0.42,3,3,5,4.92,4.95,2.89,58.6,61.0,761
6123,1,0.6,5,6,5,5.39,5.51,3.35,61.5,56.0,1738
6126,1,0.91,3,4,5,6.12,6.17,3.82,62.2,57.0,3884
6127,1,0.43,5,1,10,4.87,4.84,3.03,62.4,56.0,952
6128,1,0.38,3,7,4,4.67,4.72,2.78,59.2,61.0,633
6129,1,1.0,5,5,5,6.45,6.37,4.0,62.4,55.0,4939
6130,1,0.43,4,5,7,4.85,4.78,3.01,62.5,58.0,1129
6131,1,0.82,4,6,4,6.02,5.94,3.71,62.0,59.0,2593
6132,1,0.72,5,4,5,5.75,5.78,3.54,61.4,56.0,2686
6133,1,1.26,5,4,7,7.03,6.96,4.31,61.6,56.0,9243
6134,1,1.01,3,4,5,6.36,6.4,4.01,62.9,61.0,4588
6136,1,0.44,5,6,8,4.92,4.9,2.98,60.7,57.0,1334
6137,1,0.9,3,3,7,6.07,6.15,3.84,62.8,59.0,4685
6141,1,1.5,3,4,6,7.4,7.3,4.49,61.1,60.0,13528
6142,1,0.74,5,7,8,5.82,5.87,3.58,61.4,56.0,5841
6143,1,1.55,5,4,6,7.45,7.48,4.6,61.6,55.0,13912
6146,1,0.31,5,3,10,4.39,4.42,2.7,61.3,56.0,789
6148,1,1.16,4,3,4,6.81,6.75,4.19,61.8,58.0,4872
6149,1,0.3,4,7,6,4.32,4.29,2.68,62.3,58.0,911
6150,1,0.3,5,2,9,4.29,4.31,2.67,62.1,54.0,540
6151,1,1.0,2,5,4,6.38,6.41,3.85,60.2,65.0,4386
6153,1,0.53,5,4,5,5.15,5.19,3.24,62.7,55.0,1308
6154,1,1.01,4,3,6,6.33,6.22,3.95,62.9,60.0,4559
6155,1,1.05,5,5,8,6.52,6.5,4.03,61.9,57.0,9032
6156,1,1.14,5,3,5,6.68,6.73,4.13,61.6,57.0,5146
6157,1,1.01,2,4,5,6.41,6.28,4.03,63.5,64.0,4538
6158,1,1.62,5,2,7,7.56,7.61,4.62,60.8,56.0,11152
6159,1,0.92,5,3,5,6.21,6.25,3.84,61.6,56.0,4587
6160,1,0.3,3,6,8,4.35,4.36,2.65,60.7,55.0,814
6163,1,1.59,3,2,4,7.46,7.5,4.63,61.9,58.0,7345
6164,1,0.41,4,4,7,4.76,4.7,2.93,61.9,60.0,961
6165,1,2.01,4,3,5,8.3,8.25,4.84,58.5,58.0,16956
6166,1,0.71,3,6,9,5.88,5.96,3.43,57.9,61.0,3907
6167,1,0.48,2,5,7,4.99,5.05,3.09,61.5,60.7,1268
6168,1,1.71,2,2,6,7.85,7.9,4.57,58.0,60.0,11250
6169,1,0.36,5,7,8,4.56,4.59,2.82,61.6,57.0,1042
6170,1,1.01,3,4,7,6.34,6.36,4.04,63.6,57.0,7021
6171,1,1.5,3,2,4,7.15,7.21,4.55,63.4,58.0,7211
6173,1,0.3,4,3,7,4.27,4.34,2.69,62.5,58.0,526
6174,1,0.9,5,7,5,6.22,6.17,3.83,61.8,57.0,4919
6175,1,1.51,4,3,10,7.44,7.41,4.47,60.2,60.0,13194
6176,1,1.0,3,6,5,6.35,6.4,4.06,63.7,55.0,5413
6177,1,1.11,4,3,6,6.66,6.59,4.11,62.0,59.0,5395
6178,1,1.08,5,6,5,6.56,6.53,4.1,62.6,57.0,5189
6179,1,1.32,4,5,7,6.99,6.95,4.3,61.7,59.0,11177
6180,1,1.03,4,3,3,6.41,6.3,4.0,62.9,59.0,2336
6183,1,1.31,5,4,7,7.01,7.05,4.37,62.2,56.0,9891
6184,1,1.02,5,2,5,6.44,6.46,4.0,62.0,56.0,4738
6185,1,1.27,3,1,6,6.9,6.94,4.28,61.8,60.0,5455
6186,1,1.03,5,5,8,6.46,6.53,4.06,62.5,56.0,9254
6187,1,1.03,5,5,5,6.5,6.46,4.03,62.1,56.0,6183
6188,1,1.0,2,2,5,6.28,6.32,4.02,63.8,58.0,3850
6190,1,0.71,4,6,4,5.78,5.75,3.49,60.5,59.0,2340
6192,1,1.0,3,6,5,6.36,6.39,4.02,63.1,57.0,5051
6194,1,0.91,4,7,4,6.24,6.16,3.78,61.0,61.0,3943
6195,1,1.02,5,7,4,6.4,6.51,4.0,62.0,58.0,5235
6196,1,0.39,4,4,7,4.69,4.63,2.92,62.7,58.0,1024
6197,1,1.01,4,3,5,6.39,6.35,3.86,60.6,61.0,4320
6201,1,1.12,5,5,4,6.68,6.72,4.15,61.9,55.0,5046
6204,1,1.03,5,4,5,6.54,6.5,3.97,60.9,57.0,5037
6205,1,0.39,5,2,6,4.72,4.75,2.88,60.8,56.0,698
6207,1,1.07,3,3,8,6.54,6.59,4.03,61.3,56.0,6751
6209,1,1.0,2,7,5,6.39,6.3,3.83,60.4,64.0,5096
6210,1,0.43,5,4,9,4.85,4.89,2.99,61.4,57.0,1037
6211,1,0.36,4,5,5,4.54,4.61,2.82,61.6,60.0,600
6212,1,0.44,2,1,7,4.83,4.87,3.06,63.1,57.0,694
6213,1,0.91,2,4,4,6.01,6.27,3.88,63.2,61.0,3340
6214,1,0.7,3,5,5,5.58,5.66,3.57,63.5,56.0,2401
6216,1,0.7,2,6,4,5.89,5.85,3.39,57.8,61.0,2239
6218,1,0.31,3,3,5,4.43,4.47,2.61,58.7,60.0,435
6219,1,0.94,3,5,4,6.25,6.27,3.92,62.6,57.0,3938
6221,1,0.7,1,7,5,6.04,5.99,3.14,52.2,65.0,1895
6223,1,0.33,5,6,6,4.52,4.56,2.74,60.5,55.0,738
6224,1,1.51,5,4,5,7.46,7.4,4.54,61.1,57.0,11465
6226,1,0.52,5,3,6,5.2,5.23,3.22,61.7,55.0,1689
6228,1,1.0,3,6,5,6.45,6.49,3.89,60.1,60.0,5865
6229,1,0.74,5,6,4,5.83,5.89,3.57,60.9,57.0,2594
6230,1,1.5,1,4,5,7.16,7.12,4.68,65.5,58.0,8627
6231,1,0.26,3,3,7,4.08,4.11,2.54,62.0,56.0,399
6232,1,1.02,2,4,6,6.38,6.41,4.07,63.6,57.0,5816
6233,1,0.3,3,6,5,4.23,4.28,2.63,61.8,60.0,526
6235,1,1.02,3,2,7,6.4,6.43,3.99,62.2,60.0,5302
6237,1,0.51,5,7,5,5.11,5.08,3.19,62.6,57.0,1619
6238,1,0.43,4,6,7,4.78,4.82,2.99,62.3,58.0,1131
6239,1,1.07,5,4,7,6.53,6.56,4.07,62.2,56.0,7748
6241,1,0.33,5,7,6,4.43,4.39,2.76,62.6,56.0,1002
6243,1,0.5,2,4,5,4.99,4.93,3.1,62.5,64.0,1286
6245,1,0.31,5,6,9,4.34,4.36,2.69,61.8,56.0,924
6247,1,0.51,3,4,6,5.05,5.12,3.19,62.7,57.0,1438
6249,1,0.4,4,7,5,4.77,4.75,2.85,59.9,60.0,990
6250,1,2.01,4,2,5,8.26,8.22,4.85,58.9,59.0,13755
6251,1,0.73,3,6,8,5.68,5.7,3.61,63.4,58.0,3511
6252,1,0.51,5,3,6,5.22,5.18,3.18,61.2,53.0,1312
6253,1,0.31,3,4,7,4.35,4.38,2.69,61.6,56.0,640
6254,1,0.5,1,5,6,5.01,4.99,3.23,64.6,58.0,1323
6255,1,1.07,4,4,8,6.59,6.55,4.05,61.6,57.0,7593
6256,1,0.3,2,7,4,4.21,4.24,2.67,63.2,57.0,447
6257,1,0.72,5,3,6,5.76,5.82,3.61,62.3,52.0,2548
6258,1,0.51,2,4,5,5.1,5.07,3.24,63.7,55.0,1259
6259,1,1.5,5,4,6,7.32,7.26,4.59,63.0,56.0,12821
6262,1,0.55,3,6,5,5.18,5.2,3.33,64.2,55.0,1417
6264,1,1.01,2,6,5,6.27,6.3,4.0,63.6,57.0,5251
6265,1,0.9,5,1,5,6.21,6.16,3.88,62.7,56.0,3445
6267,1,0.32,3,5,9,4.32,4.34,2.72,62.8,60.0,834
6268,1,0.3,5,2,5,4.27,4.32,2.66,61.9,58.0,422
6270,1,0.31,5,4,6,4.35,4.37,2.69,61.7,55.0,544
6271,1,0.71,2,2,5,5.79,5.71,3.45,60.0,64.0,1774
6274,1,1.12,5,6,4,6.69,6.71,4.13,61.6,56.0,6168
6276,1,2.3,5,3,4,8.48,8.52,5.24,61.6,56.0,18304
6277,1,0.4,4,7,6,4.72,4.66,2.93,62.5,59.0,1050
6279,1,1.5,3,4,6,7.29,7.34,4.48,61.2,61.0,12196
6280,1,0.24,5,5,10,3.97,4.0,2.45,61.6,57.0,678
6284,1,0.37,2,5,5,4.55,4.59,2.91,63.7,55.0,575
6285,1,0.81,5,6,6,6.02,6.06,3.65,60.4,57.0,3231
6286,1,0.59,3,6,8,5.37,5.36,3.31,61.7,59.0,2494
6287,1,1.04,2,5,5,6.4,6.44,4.07,63.4,59.0,5045
6289,1,0.53,5,3,9,5.18,5.2,3.24,62.4,54.0,1743
6290,1,1.1,5,4,7,6.65,6.69,4.09,61.3,56.0,8775
6292,1,0.72,5,3,7,5.72,5.74,3.57,62.3,55.0,2949
